Ticker,Direccion,Regimen_Mercado,Fecha_Entrada,Fecha_Salida,Precio_Entrada,Precio_Salida,Volumen_Acciones,Exposicion_EUR,Ganancia_Pct,PnL_Neto_EUR,Motivo_Salida,Confianza_IA
AMZN,LONG,Bolsa Americana (NASDAQ),2025-07-29 13:30:00,2025-08-01 13:30:00,231.515,221.8888,43.1937,10000.0,-4.16%,-415.79,TRAILING_STOP,97.76000213623047%
GOOGL,LONG,Bolsa Americana (NASDAQ),2025-07-29 16:30:00,2025-08-14 19:30:00,194.98,202.85,51.2873,10000.0,4.04%,403.63,TIEMPO_MAX,98.08999633789062%
SHEL.L,LONG,Bolsa de Londres (FTSE),2025-07-30 09:00:00,2025-08-07 13:00:00,2688.0,2664.2984,3.7202,10000.0,-0.88%,-88.18,TRAILING_STOP,94.13999938964844%
ELE,LONG,Bolsa Española (IBEX),2025-07-31 17:00:00,2025-08-25 14:00:00,25.34,26.52,952.0,24111.72,4.66%,1098.69,TIEMPO_MAX,93.07%
SHY,LONG,Renta Fija (Bonds),2025-08-01 09:00:00,2025-08-08 16:00:00,80.4496,80.4107,745.81,60000.0,-0.05%,-29.03,ROTACION_TESORERIA,SMA200_FILTRO
NVDA,LONG,Bolsa Americana (NASDAQ),2025-08-01 14:30:00,2025-08-19 17:30:00,174.78,176.5749,57.2148,10000.0,1.03%,102.7,TIEMPO_MAX,95.86000061035156%
AMD,LONG,Bolsa Americana (NASDAQ),2025-08-01 14:30:00,2025-08-06 13:30:00,170.71,166.9724,58.5789,10000.0,-2.19%,-218.94,TRAILING_STOP,96.22000122070312%
MTS,LONG,Bolsa Española (IBEX),2025-08-04 09:00:00,2025-08-21 12:00:00,26.94,28.6618,428.0,11530.63,6.39%,725.44,TRAILING_STOP,97.8%
ETH-USD,LONG,Criptomonedas (ETFs),2025-08-05 02:00:00,2025-08-06 03:00:00,3678.6018,3584.4966,2.7184,10000.0,-2.56%,-255.82,TIEMPO_MAX,94.04000091552734%
FDR,LONG,Bolsa Española (IBEX),2025-08-07 09:00:00,2025-08-29 15:00:00,22.66,24.52,1012.0,22929.46,8.21%,1859.19,TIEMPO_MAX,97.95%
ETH-USD,LONG,Criptomonedas (ETFs),2025-08-09 07:00:00,2025-08-10 08:00:00,4170.9331,4211.3418,2.3975,10000.0,0.97%,96.88,TIEMPO_MAX,93.05999755859375%
BTC-USD,LONG,Criptomonedas (ETFs),2025-08-09 11:00:00,2025-08-10 12:00:00,117119.1172,118530.4922,0.0854,10000.0,1.21%,120.51,TIEMPO_MAX,92.5999984741211%
NTGY,LONG,Bolsa Española (IBEX),2025-08-11 09:00:00,2025-09-02 15:00:00,26.28,26.76,886.0,23292.55,1.83%,402.14,TIEMPO_MAX,98.1%
HSBA.L,LONG,Bolsa de Londres (FTSE),2025-08-11 14:00:00,2025-08-29 07:00:00,945.8,946.7,10.5731,10000.0,0.1%,9.52,TIEMPO_MAX,94.0999984741211%
AAPL,LONG,Bolsa Americana (NASDAQ),2025-08-13 19:30:00,2025-09-02 15:30:00,233.33,227.85,42.8578,10000.0,-2.35%,-234.86,TIEMPO_MAX,96.5%
CIE,LONG,Bolsa Española (IBEX),2025-08-14 09:00:00,2025-09-05 15:00:00,26.25,27.25,463.0,12144.54,3.81%,450.5,TIEMPO_MAX,95.9%
GLEN.L,LONG,Bolsa de Londres (FTSE),2025-08-15 10:00:00,2025-08-18 12:00:00,303.0,292.7558,33.0033,10000.0,-3.38%,-338.09,TRAILING_STOP,97.47000122070312%
AZN.L,LONG,Bolsa de Londres (FTSE),2025-08-15 11:00:00,2025-09-03 13:00:00,11564.0,12110.0,0.8648,10000.0,4.72%,472.15,TIEMPO_MAX,95.81999969482422%
AMZN,LONG,Bolsa Americana (NASDAQ),2025-08-15 13:30:00,2025-09-03 16:30:00,232.2301,225.625,43.0607,10000.0,-2.84%,-284.42,TIEMPO_MAX,96.05000305175781%
NFLX,LONG,Bolsa Americana (NASDAQ),2025-08-15 15:30:00,2025-09-03 18:30:00,123.65,121.999,80.8734,10000.0,-1.34%,-133.52,TIEMPO_MAX,98.12999725341797%
GOOGL,LONG,Bolsa Americana (NASDAQ),2025-08-15 18:30:00,2025-09-04 14:30:00,205.1,227.93,48.7567,10000.0,11.13%,1113.11,TIEMPO_MAX,98.94999694824219%
COL,LONG,Bolsa Española (IBEX),2025-08-18 09:00:00,2025-09-02 11:00:00,5.795,5.5377,2091.0,12117.66,-4.44%,-550.15,TRAILING_STOP,96.39%
VIS,LONG,Bolsa Española (IBEX),2025-08-18 09:00:00,2025-09-09 15:00:00,59.8,60.9,203.0,12117.66,1.84%,210.78,TIEMPO_MAX,96.73%
LLOY.L,LONG,Bolsa de Londres (FTSE),2025-08-19 10:00:00,2025-08-29 07:00:00,83.6,81.3029,119.6172,10000.0,-2.75%,-274.77,TRAILING_STOP,95.5%
ANE,LONG,Bolsa Española (IBEX),2025-08-21 09:00:00,2025-08-28 09:00:00,24.04,22.9101,508.0,12223.51,-4.7%,-586.73,TRAILING_STOP,95.46%
ALM,LONG,Bolsa Española (IBEX),2025-08-21 09:00:00,2025-09-12 16:00:00,11.12,11.14,1099.0,12223.51,0.18%,9.76,TIEMPO_MAX,97.02%
TRE,LONG,Bolsa Española (IBEX),2025-08-21 15:00:00,2025-09-05 15:00:00,21.92,21.6405,560.0,12281.55,-1.28%,-168.88,TRAILING_STOP,93.07%
SHEL.L,LONG,Bolsa de Londres (FTSE),2025-08-27 13:00:00,2025-09-05 13:00:00,2724.0,2655.6512,3.6711,10000.0,-2.51%,-250.91,TRAILING_STOP,97.12999725341797%
TEF,LONG,Bolsa Española (IBEX),2025-08-28 09:00:00,2025-09-19 15:00:00,4.605,4.517,9633.0,44361.02,-1.91%,-892.08,TIEMPO_MAX,96.0%
AAL.L,LONG,Bolsa de Londres (FTSE),2025-08-29 10:00:00,2025-09-03 13:00:00,2265.0,2225.2128,4.415,10000.0,-1.76%,-175.66,TRAILING_STOP,95.30000305175781%
LDA,LONG,Bolsa Española (IBEX),2025-09-01 09:00:00,2025-09-18 09:00:00,1.33,1.2701,9002.0,11972.39,-4.51%,-551.36,TRAILING_STOP,96.83%
DOM,LONG,Bolsa Española (IBEX),2025-09-01 09:00:00,2025-09-24 09:00:00,3.255,3.39,3678.0,11972.39,4.15%,484.58,TIEMPO_MAX,96.34%
GOLD,LONG,Materias Primas,2025-09-03 18:00:00,2025-09-09 16:00:00,3628.8,3684.2,2.7557,10000.0,1.53%,152.67,TIEMPO_MAX,96.2699966430664%
FCC,LONG,Bolsa Española (IBEX),2025-09-04 09:00:00,2025-09-16 13:00:00,11.02,11.0754,1042.0,11482.58,0.5%,46.24,TRAILING_STOP,96.83%
ELE,LONG,Bolsa Española (IBEX),2025-09-04 09:00:00,2025-09-26 15:00:00,25.75,26.82,968.0,24918.8,4.16%,1010.54,TIEMPO_MAX,96.88%
SHY,LONG,Renta Fija (Bonds),2025-09-05 09:00:00,2025-09-12 16:00:00,80.9544,80.9641,741.16,60000.0,0.01%,7.24,ROTACION_TESORERIA,SMA200_FILTRO
AENA,LONG,Bolsa Española (IBEX),2025-09-08 09:00:00,2025-09-18 11:00:00,24.46,23.6061,1021.0,24963.86,-3.49%,-896.45,TRAILING_STOP,97.66%
CIE,LONG,Bolsa Española (IBEX),2025-09-11 09:00:00,2025-10-03 15:00:00,27.05,27.0,462.0,12498.79,-0.18%,-35.6,TIEMPO_MAX,96.0%
GOOGL,LONG,Bolsa Americana (NASDAQ),2025-09-11 18:30:00,2025-09-30 13:30:00,241.9902,240.1536,41.324,10000.0,-0.76%,-75.9,TRAILING_STOP,97.26000213623047%
HSBA.L,LONG,Bolsa de Londres (FTSE),2025-09-12 12:00:00,2025-09-30 14:00:00,1006.0,1044.5,9.9404,10000.0,3.83%,382.7,TIEMPO_MAX,95.61000061035156%
PHM,LONG,Bolsa Española (IBEX),2025-09-15 09:00:00,2025-09-18 12:00:00,88.3,88.4048,142.0,12499.57,0.12%,2.33,TRAILING_STOP,95.8%
META,LONG,Bolsa Americana (NASDAQ),2025-09-15 14:30:00,2025-09-26 13:30:00,762.805,741.8495,13.1095,10000.0,-2.75%,-274.72,TRAILING_STOP,95.77999877929688%
BARC.L,LONG,Bolsa de Londres (FTSE),2025-09-15 15:00:00,2025-10-02 08:00:00,384.4,381.35,26.0146,10000.0,-0.79%,-79.34,TIEMPO_MAX,94.94999694824219%
AAL.L,LONG,Bolsa de Londres (FTSE),2025-09-16 12:00:00,2025-09-24 12:00:00,2572.0,2585.5128,3.888,10000.0,0.53%,52.54,TRAILING_STOP,96.95999908447266%
LLOY.L,LONG,Bolsa de Londres (FTSE),2025-09-16 12:00:00,2025-09-24 07:00:00,83.58,81.1492,119.6458,10000.0,-2.91%,-290.84,TRAILING_STOP,93.69999694824219%
VIS,LONG,Bolsa Española (IBEX),2025-09-18 09:00:00,2025-10-10 15:00:00,59.0,58.6,211.0,12459.16,-0.68%,-96.93,TIEMPO_MAX,97.85%
TSLA,LONG,Bolsa Americana (NASDAQ),2025-09-18 17:30:00,2025-10-02 16:30:00,423.2,441.6106,23.6295,10000.0,4.35%,435.03,TRAILING_STOP,95.77999877929688%
LDA,LONG,Bolsa Española (IBEX),2025-09-22 09:00:00,2025-10-15 10:00:00,1.254,1.256,9822.0,12316.27,0.16%,7.33,TIEMPO_MAX,97.71%
AENA,LONG,Bolsa Española (IBEX),2025-09-22 09:00:00,2025-10-08 12:00:00,23.44,22.3383,1009.0,23647.23,-4.7%,-1135.07,TRAILING_STOP,97.9%
ROVI,LONG,Bolsa Española (IBEX),2025-09-22 09:00:00,2025-09-25 16:00:00,59.1,56.3223,208.0,12316.27,-4.7%,-591.18,TRAILING_STOP,96.92%
PHM,LONG,Bolsa Española (IBEX),2025-09-22 09:00:00,2025-09-26 09:00:00,88.7,85.0027,139.0,12316.27,-4.17%,-525.69,TRAILING_STOP,96.83%
FCC,LONG,Bolsa Española (IBEX),2025-09-22 09:00:00,2025-10-16 09:00:00,11.1,11.18,1110.0,12316.27,0.72%,76.45,TIEMPO_MAX,96.09%
MTS,LONG,Bolsa Española (IBEX),2025-09-22 09:00:00,2025-10-01 09:00:00,30.13,30.3818,409.0,12316.27,0.84%,90.59,TRAILING_STOP,97.12%
AAPL,LONG,Bolsa Americana (NASDAQ),2025-09-22 13:30:00,2025-10-08 16:30:00,252.6716,257.925,39.5771,10000.0,2.08%,207.91,TIEMPO_MAX,95.61000061035156%
GOLD,LONG,Materias Primas,2025-09-23 14:00:00,2025-09-29 12:00:00,3806.3999,3843.5,2.6272,10000.0,0.97%,97.47,TIEMPO_MAX,95.0%
MEL,LONG,Bolsa Española (IBEX),2025-09-25 09:00:00,2025-10-10 09:00:00,7.39,7.2812,1672.0,12355.03,-1.47%,-194.21,TRAILING_STOP,96.29%
GLEN.L,LONG,Bolsa de Londres (FTSE),2025-09-26 10:00:00,2025-10-10 15:00:00,331.5,349.443,30.1659,10000.0,5.41%,541.27,TRAILING_STOP,97.20999908447266%
TEF,LONG,Bolsa Española (IBEX),2025-09-29 09:00:00,2025-10-21 15:00:00,4.321,4.577,9875.0,42669.6,5.92%,2485.31,TIEMPO_MAX,96.48%
COL,LONG,Bolsa Española (IBEX),2025-09-29 09:00:00,2025-10-21 15:00:00,5.49,5.54,2073.0,11378.56,0.91%,92.25,TIEMPO_MAX,96.39%
GOLD,LONG,Materias Primas,2025-10-01 01:00:00,2025-10-07 05:00:00,3896.5,3987.3,2.5664,10000.0,2.33%,233.03,TIEMPO_MAX,94.80000305175781%
AAL.L,LONG,Bolsa de Londres (FTSE),2025-10-02 08:00:00,2025-10-08 12:00:00,2806.1001,2780.5552,3.5637,10000.0,-0.91%,-91.03,TRAILING_STOP,96.13999938964844%
PHM,LONG,Bolsa Española (IBEX),2025-10-02 09:00:00,2025-10-03 09:00:00,93.1,96.768,133.0,12353.77,3.94%,474.37,TRAILING_STOP,96.29%
BTC-USD,LONG,Criptomonedas (ETFs),2025-10-02 23:00:00,2025-10-04 00:00:00,120656.9844,122158.2656,0.0829,10000.0,1.24%,124.43,TIEMPO_MAX,97.55999755859375%
ETH-USD,LONG,Criptomonedas (ETFs),2025-10-03 03:00:00,2025-10-04 04:00:00,4504.0972,4494.6655,2.2202,10000.0,-0.21%,-20.94,TIEMPO_MAX,95.83999633789062%
HSBA.L,LONG,Bolsa de Londres (FTSE),2025-10-03 12:00:00,2025-10-09 07:00:00,1058.8,1025.9423,9.4447,10000.0,-3.1%,-310.33,TRAILING_STOP,95.61000061035156%
PHM,LONG,Bolsa Española (IBEX),2025-10-06 09:00:00,2025-10-07 17:00:00,91.15,88.074,136.0,12388.88,-3.37%,-430.47,TRAILING_STOP,97.51%
TRE,LONG,Bolsa Española (IBEX),2025-10-06 09:00:00,2025-10-17 09:00:00,30.32,30.6369,409.0,12388.88,1.05%,117.1,TRAILING_STOP,96.63%
AZN.L,LONG,Bolsa de Londres (FTSE),2025-10-06 15:00:00,2025-10-15 10:00:00,12755.6855,12463.4976,0.784,10000.0,-2.29%,-229.06,TRAILING_STOP,96.13999938964844%
GOLD,LONG,Materias Primas,2025-10-07 14:00:00,2025-10-13 12:00:00,4009.0,4099.2998,2.4944,10000.0,2.25%,225.24,TIEMPO_MAX,93.87999725341797%
NVDA,LONG,Bolsa Americana (NASDAQ),2025-10-08 16:30:00,2025-10-10 19:30:00,188.15,183.5111,53.1491,10000.0,-2.47%,-246.55,TRAILING_STOP,99.18000030517578%
SHEL.L,LONG,Bolsa de Londres (FTSE),2025-10-09 08:00:00,2025-10-10 15:00:00,2789.5,2692.1616,3.5849,10000.0,-3.49%,-348.95,TRAILING_STOP,96.94000244140625%
MTS,LONG,Bolsa Española (IBEX),2025-10-09 09:00:00,2025-10-10 09:00:00,35.1,33.4503,335.0,11773.09,-4.7%,-565.11,TRAILING_STOP,96.58%
SHY,LONG,Renta Fija (Bonds),2025-10-09 09:00:00,2025-10-16 16:00:00,81.0777,81.3812,740.03,60000.0,0.37%,224.67,ROTACION_TESORERIA,SMA200_FILTRO
NTGY,LONG,Bolsa Española (IBEX),2025-10-09 09:00:00,2025-10-31 15:00:00,25.96,26.14,907.0,23546.17,0.69%,139.72,TIEMPO_MAX,97.56%
AENA,LONG,Bolsa Española (IBEX),2025-10-13 09:00:00,2025-11-04 15:00:00,22.83,23.69,1026.0,23414.65,3.77%,858.61,TIEMPO_MAX,96.83%
ALM,LONG,Bolsa Española (IBEX),2025-10-13 09:00:00,2025-11-03 14:00:00,12.06,12.1149,859.0,10357.89,0.46%,36.79,TRAILING_STOP,96.88%
GOLD,LONG,Materias Primas,2025-10-14 17:00:00,2025-10-20 15:00:00,4164.2002,4366.0,2.4014,10000.0,4.85%,484.61,TIEMPO_MAX,97.47000122070312%
VIS,LONG,Bolsa Española (IBEX),2025-10-16 09:00:00,2025-11-07 15:00:00,53.0,53.3,230.0,12201.83,0.57%,56.86,TIEMPO_MAX,98.1%
MEL,LONG,Bolsa Española (IBEX),2025-10-16 09:00:00,2025-11-05 09:00:00,7.12,7.045,1714.0,12201.83,-1.05%,-140.78,TRAILING_STOP,97.02%
LDA,LONG,Bolsa Española (IBEX),2025-10-20 09:00:00,2025-10-24 16:00:00,1.274,1.2625,9585.0,12211.2,-0.9%,-122.25,TRAILING_STOP,97.36%
GOOGL,LONG,Bolsa Americana (NASDAQ),2025-10-22 14:30:00,2025-11-07 18:30:00,252.57,277.2,39.593,10000.0,9.75%,975.18,TIEMPO_MAX,97.12999725341797%
SAB,LONG,Bolsa Española (IBEX),2025-10-23 09:00:00,2025-11-13 09:00:00,3.13,3.2631,14877.0,46565.28,4.25%,1933.35,TRAILING_STOP,97.85%
FDR,LONG,Bolsa Española (IBEX),2025-10-23 09:00:00,2025-10-30 09:00:00,23.52,22.7178,528.0,12417.41,-3.41%,-435.94,TRAILING_STOP,97.9%
OIL,LONG,Materias Primas,2025-10-24 19:00:00,2025-10-30 17:00:00,61.49,60.66,162.6281,10000.0,-1.35%,-134.98,TIEMPO_MAX,96.76000213623047%
BTC-USD,LONG,Criptomonedas (ETFs),2025-10-25 02:00:00,2025-10-26 03:00:00,111086.2578,111288.1172,0.09,10000.0,0.18%,18.17,TIEMPO_MAX,92.55000305175781%
DOM,LONG,Bolsa Española (IBEX),2025-10-27 09:00:00,2025-10-29 15:00:00,3.35,3.1925,3556.0,11911.32,-4.7%,-571.74,TRAILING_STOP,96.58%
BARC.L,LONG,Bolsa de Londres (FTSE),2025-10-28 09:00:00,2025-11-13 11:00:00,394.15,429.0,25.3711,10000.0,8.84%,884.18,TIEMPO_MAX,94.94999694824219%
SHEL.L,LONG,Bolsa de Londres (FTSE),2025-10-28 10:00:00,2025-11-04 10:00:00,2817.0,2789.2024,3.5499,10000.0,-0.99%,-98.68,TRAILING_STOP,94.80999755859375%
META,LONG,Bolsa Americana (NASDAQ),2025-10-28 13:30:00,2025-10-30 13:30:00,747.35,712.1633,13.3806,10000.0,-4.71%,-470.82,TRAILING_STOP,95.93000030517578%
AAPL,LONG,Bolsa Americana (NASDAQ),2025-10-28 15:30:00,2025-11-13 19:30:00,268.995,273.0396,37.1754,10000.0,1.5%,150.36,TIEMPO_MAX,96.2300033569336%
AMZN,LONG,Bolsa Americana (NASDAQ),2025-10-28 18:30:00,2025-11-06 16:30:00,230.3689,242.5927,43.4086,10000.0,5.31%,530.62,TRAILING_STOP,96.2300033569336%
BP.L,LONG,Bolsa de Londres (FTSE),2025-10-29 11:00:00,2025-11-14 11:00:00,439.3,457.581,22.7635,10000.0,4.16%,416.14,TRAILING_STOP,95.68000030517578%
BKT,LONG,Bolsa Española (IBEX),2025-10-30 09:00:00,2025-11-18 09:00:00,12.98,13.2583,1823.0,23667.87,2.14%,483.88,TRAILING_STOP,97.07%
LLOY.L,LONG,Bolsa de Londres (FTSE),2025-10-30 11:00:00,2025-11-14 08:00:00,88.1,92.1036,113.5074,10000.0,4.54%,454.44,TRAILING_STOP,94.63999938964844%
LDA,LONG,Bolsa Española (IBEX),2025-11-03 09:00:00,2025-11-14 14:00:00,1.158,1.1036,9427.0,10916.04,-4.7%,-523.97,TRAILING_STOP,97.75%
FCC,LONG,Bolsa Española (IBEX),2025-11-03 09:00:00,2025-11-07 09:00:00,11.44,10.9431,954.0,10916.04,-4.34%,-485.06,TRAILING_STOP,98.29%
HSBA.L,LONG,Bolsa de Londres (FTSE),2025-11-03 11:00:00,2025-11-18 08:00:00,1066.6,1082.0529,9.3756,10000.0,1.45%,144.88,TRAILING_STOP,95.45999908447266%
GOLD,LONG,Materias Primas,2025-11-03 14:00:00,2025-11-07 12:00:00,4034.1001,4003.3,2.4789,10000.0,-0.76%,-76.35,TIEMPO_MAX,95.70999908447266%
NVDA,LONG,Bolsa Americana (NASDAQ),2025-11-03 17:30:00,2025-11-04 20:30:00,210.9599,197.986,47.4024,10000.0,-6.15%,-614.99,TRAILING_STOP,98.05999755859375%
GSK.L,LONG,Bolsa de Londres (FTSE),2025-11-05 15:00:00,2025-11-20 15:00:00,1789.0,1758.264,5.5897,10000.0,-1.72%,-171.81,TRAILING_STOP,95.16000366210938%
TEF,LONG,Bolsa Española (IBEX),2025-11-06 09:00:00,2025-11-28 15:00:00,3.646,3.744,12752.0,46494.6,2.69%,1203.22,TIEMPO_MAX,98.68%
LOG,LONG,Bolsa Española (IBEX),2025-11-10 09:00:00,2025-11-25 09:00:00,29.52,28.8792,838.0,24728.61,-2.17%,-561.52,TRAILING_STOP,97.36%
GOLD,LONG,Materias Primas,2025-11-11 23:00:00,2025-11-17 20:00:00,4148.7002,4041.2,2.4104,10000.0,-2.59%,-259.12,TIEMPO_MAX,93.70999908447266%
SHY,LONG,Renta Fija (Bonds),2025-11-12 09:00:00,2025-11-19 16:00:00,81.3944,81.4042,737.15,60000.0,0.01%,7.24,ROTACION_TESORERIA,SMA200_FILTRO
GLEN.L,LONG,Bolsa de Londres (FTSE),2025-11-12 12:00:00,2025-11-14 12:00:00,371.75,361.8853,26.8998,10000.0,-2.65%,-265.36,TRAILING_STOP,97.5199966430664%
IAG,LONG,Bolsa Española (IBEX),2025-11-13 09:00:00,2025-11-18 09:00:00,4.509,4.2971,10412.0,46946.15,-4.7%,-2253.42,TRAILING_STOP,97.9%
AZN.L,LONG,Bolsa de Londres (FTSE),2025-11-14 13:00:00,2025-12-02 08:00:00,13464.0,13649.1248,0.7427,10000.0,1.37%,137.5,TRAILING_STOP,95.12999725341797%
COL,LONG,Bolsa Española (IBEX),2025-11-17 09:00:00,2025-12-09 15:00:00,5.28,5.135,2178.0,11498.86,-2.75%,-327.28,TIEMPO_MAX,97.36%
SAB,LONG,Bolsa Española (IBEX),2025-11-20 09:00:00,2025-12-12 15:00:00,3.15,3.339,14098.0,44407.78,6.0%,2620.06,TIEMPO_MAX,96.58%
MEL,LONG,Bolsa Española (IBEX),2025-11-20 09:00:00,2025-12-12 15:00:00,6.945,7.575,1637.0,11368.39,9.07%,1019.89,TIEMPO_MAX,96.73%
ENC,LONG,Bolsa Española (IBEX),2025-11-20 09:00:00,2025-12-12 15:00:00,2.266,2.334,5017.0,11368.39,3.0%,329.78,TIEMPO_MAX,96.58%
LDA,LONG,Bolsa Española (IBEX),2025-11-27 09:00:00,2025-12-03 13:00:00,1.156,1.1019,9798.0,11326.99,-4.68%,-541.72,TRAILING_STOP,96.63%
MTS,LONG,Bolsa Española (IBEX),2025-11-27 09:00:00,2025-12-19 15:00:00,36.8,38.38,308.0,11326.99,4.29%,475.0,TIEMPO_MAX,95.9%
FCC,LONG,Bolsa Española (IBEX),2025-12-01 09:00:00,2025-12-18 16:00:00,11.48,11.0187,994.0,11415.7,-4.02%,-470.13,TRAILING_STOP,95.61%
MRL,LONG,Bolsa Española (IBEX),2025-12-01 09:00:00,2025-12-09 16:00:00,12.61,12.0771,905.0,11415.7,-4.23%,-493.84,TRAILING_STOP,95.31%
ALM,LONG,Bolsa Española (IBEX),2025-12-01 09:00:00,2025-12-17 09:00:00,12.6,12.663,906.0,11415.7,0.5%,45.66,TRAILING_STOP,94.24%
SCYR,LONG,Bolsa Española (IBEX),2025-12-01 09:00:00,2025-12-10 09:00:00,3.8,3.7895,3004.0,11415.7,-0.28%,-43.11,TRAILING_STOP,95.07%
BARC.L,LONG,Bolsa de Londres (FTSE),2025-12-01 11:00:00,2025-12-17 13:00:00,429.9,463.325,23.2612,10000.0,7.78%,777.51,TIEMPO_MAX,94.52999877929688%
GLEN.L,LONG,Bolsa de Londres (FTSE),2025-12-01 15:00:00,2025-12-03 13:00:00,366.65,367.4099,27.274,10000.0,0.21%,20.73,TRAILING_STOP,96.33999633789062%
LLOY.L,LONG,Bolsa de Londres (FTSE),2025-12-02 10:00:00,2025-12-10 08:00:00,96.98,93.9086,103.114,10000.0,-3.17%,-316.71,TRAILING_STOP,94.5199966430664%
META,LONG,Bolsa Americana (NASDAQ),2025-12-03 17:30:00,2025-12-19 20:30:00,644.7,658.79,15.5111,10000.0,2.19%,218.55,TIEMPO_MAX,96.55000305175781%
PHM,LONG,Bolsa Española (IBEX),2025-12-04 09:00:00,2025-12-17 17:00:00,75.35,73.1902,145.0,10920.73,-2.87%,-323.94,TRAILING_STOP,96.83%
ETH-USD,LONG,Criptomonedas (ETFs),2025-12-04 09:00:00,2025-12-05 10:00:00,3201.4199,3139.6638,3.1236,10000.0,-1.93%,-192.9,TIEMPO_MAX,96.83000183105469%
AAPL,LONG,Bolsa Americana (NASDAQ),2025-12-04 14:30:00,2025-12-22 17:30:00,281.225,270.9399,35.5587,10000.0,-3.66%,-365.72,TIEMPO_MAX,96.5199966430664%
TSLA,LONG,Bolsa Americana (NASDAQ),2025-12-04 15:30:00,2025-12-22 18:30:00,448.63,493.0808,22.2901,10000.0,9.91%,990.81,TIEMPO_MAX,95.7699966430664%
RIO.L,LONG,Bolsa de Londres (FTSE),2025-12-05 13:00:00,2025-12-23 15:00:00,5487.0,5999.0,1.8225,10000.0,9.33%,933.11,TIEMPO_MAX,97.69999694824219%
AMD,LONG,Bolsa Americana (NASDAQ),2025-12-08 20:30:00,2025-12-11 14:30:00,221.05,210.9224,45.2386,10000.0,-4.58%,-458.16,TRAILING_STOP,96.80999755859375%
NVDA,LONG,Bolsa Americana (NASDAQ),2025-12-08 20:30:00,2025-12-17 14:30:00,185.58,174.2208,53.8851,10000.0,-6.12%,-612.09,TRAILING_STOP,96.70999908447266%
DOM,LONG,Bolsa Española (IBEX),2025-12-11 09:00:00,2026-01-08 12:00:00,3.29,3.38,2920.0,9607.85,2.74%,253.22,TIEMPO_MAX,97.17%
LOG,LONG,Bolsa Española (IBEX),2025-12-11 09:00:00,2026-01-08 11:00:00,28.56,30.74,825.0,23566.76,7.63%,1775.3,TIEMPO_MAX,96.63%
SCYR,LONG,Bolsa Española (IBEX),2025-12-15 09:00:00,2026-01-12 11:00:00,3.816,4.014,3300.0,12591.93,5.19%,640.76,TIEMPO_MAX,97.61%
VIS,LONG,Bolsa Española (IBEX),2025-12-15 09:00:00,2026-01-12 11:00:00,52.9,54.6,238.0,12591.93,3.21%,392.06,TIEMPO_MAX,96.14%
NTGY,LONG,Bolsa Española (IBEX),2025-12-15 09:00:00,2026-01-12 11:00:00,24.6,25.38,983.0,24176.51,3.17%,742.39,TIEMPO_MAX,98.49%
UNI,LONG,Bolsa Española (IBEX),2025-12-15 09:00:00,2026-01-08 08:00:00,2.72,2.7084,8888.0,24176.51,-0.43%,-127.55,TRAILING_STOP,96.24%
FDR,LONG,Bolsa Española (IBEX),2025-12-18 09:00:00,2026-01-15 11:00:00,23.04,24.76,524.0,12066.88,7.47%,888.76,TIEMPO_MAX,96.39%
ENC,LONG,Bolsa Española (IBEX),2025-12-18 09:00:00,2026-01-08 09:00:00,2.27,2.3625,5316.0,12066.88,4.07%,479.65,TRAILING_STOP,96.48%
GSK.L,LONG,Bolsa de Londres (FTSE),2025-12-18 09:00:00,2025-12-19 14:00:00,1817.5,1977.0381,5.5021,10000.0,8.78%,877.79,TRAILING_STOP,94.7699966430664%
CIE,LONG,Bolsa Española (IBEX),2025-12-18 16:00:00,2026-01-16 09:00:00,29.65,29.85,390.0,11549.55,0.67%,66.36,TIEMPO_MAX,95.21%
ALM,LONG,Bolsa Española (IBEX),2025-12-22 09:00:00,2026-01-13 15:00:00,12.88,12.9654,976.0,12570.06,0.66%,70.77,TRAILING_STOP,96.14%
OIL,LONG,Materias Primas,2025-12-23 20:00:00,2025-12-31 14:00:00,58.45,58.25,171.0864,10000.0,-0.34%,-34.22,TIEMPO_MAX,93.87000274658203%
GOLD,LONG,Materias Primas,2025-12-23 21:00:00,2025-12-31 05:00:00,4515.0,4300.7088,2.2148,10000.0,-4.75%,-474.62,TRAILING_STOP,97.13999938964844%
GLEN.L,LONG,Bolsa de Londres (FTSE),2025-12-29 08:00:00,2026-01-08 14:00:00,402.426,414.0568,24.8493,10000.0,2.89%,289.02,TRAILING_STOP,98.5%
RIO.L,LONG,Bolsa de Londres (FTSE),2025-12-29 08:00:00,2026-01-09 08:00:00,5971.0,6069.3736,1.6748,10000.0,1.65%,164.75,TRAILING_STOP,97.13999938964844%
AMZN,LONG,Bolsa Americana (NASDAQ),2025-12-29 20:30:00,2026-01-16 16:30:00,232.08,237.6792,43.0886,10000.0,2.41%,241.26,TIEMPO_MAX,97.51000213623047%
MSFT,LONG,Bolsa Americana (NASDAQ),2025-12-30 16:30:00,2026-01-14 18:30:00,488.08,459.3871,20.4884,10000.0,-5.88%,-587.87,TRAILING_STOP,96.93000030517578%
SHEL.L,LONG,Bolsa de Londres (FTSE),2025-12-31 09:00:00,2026-01-07 08:00:00,2737.0,2685.9164,3.6536,10000.0,-1.87%,-186.64,TRAILING_STOP,95.45999908447266%
