Ticker,Direccion,Regimen_Mercado,Fecha_Entrada,Fecha_Salida,Precio_Entrada,Precio_Salida,Volumen_Acciones,Exposicion_EUR,Ganancia_Pct,PnL_Neto_EUR,Motivo_Salida,Confianza_IA
BARC.L,LONG,Bolsa de Londres (FTSE),2025-01-20 11:00:00,2025-01-27 08:00:00,291.4,287.5674,34.3171,10000.0,-1.32%,-131.52,TRAILING_STOP,93.52999877929688%
LLOY.L,LONG,Bolsa de Londres (FTSE),2025-01-20 15:00:00,2025-02-06 08:00:00,58.73,62.6902,170.2707,10000.0,6.74%,674.31,TIEMPO_MAX,94.44999694824219%
HSBA.L,LONG,Bolsa de Londres (FTSE),2025-01-21 12:00:00,2025-02-03 14:00:00,825.9,816.4312,12.108,10000.0,-1.15%,-114.65,TRAILING_STOP,94.33000183105469%
PHM,LONG,Bolsa Española (IBEX),2025-01-23 09:00:00,2025-02-14 15:00:00,80.3,97.6,207.0,16603.58,21.54%,3560.51,TIEMPO_MAX,96.09%
AZN.L,LONG,Bolsa de Londres (FTSE),2025-01-23 12:00:00,2025-02-04 15:00:00,11134.0,10989.6304,0.8981,10000.0,-1.3%,-129.67,TRAILING_STOP,95.37999725341797%
MSFT,LONG,Bolsa Americana (NASDAQ),2025-01-24 18:30:00,2025-01-30 14:30:00,442.43,420.6253,22.6024,10000.0,-4.93%,-492.84,TRAILING_STOP,97.0999984741211%
AVGO,LONG,Bolsa Americana (NASDAQ),2025-01-24 20:30:00,2025-01-27 14:30:00,244.46,229.3279,40.9065,10000.0,-6.19%,-619.0,TRAILING_STOP,96.69999694824219%
VIS,LONG,Bolsa Española (IBEX),2025-01-27 09:00:00,2025-02-18 16:00:00,59.9,61.0,151.0,9015.29,1.84%,156.54,TIEMPO_MAX,96.24%
ANA,LONG,Bolsa Española (IBEX),2025-01-27 09:00:00,2025-02-18 15:00:00,106.0833,105.0224,177.0,18781.85,-1.0%,-206.61,TIEMPO_MAX,96.34%
MEL,LONG,Bolsa Española (IBEX),2025-01-27 11:00:00,2025-02-18 17:00:00,6.95,7.255,1355.0,9416.52,4.39%,403.83,TIEMPO_MAX,93.26%
AMZN,LONG,Bolsa Americana (NASDAQ),2025-01-29 16:30:00,2025-02-14 15:30:00,238.4756,227.508,41.933,10000.0,-4.6%,-459.9,TRAILING_STOP,97.05000305175781%
ALM,LONG,Bolsa Española (IBEX),2025-01-30 09:00:00,2025-02-07 09:00:00,9.57,9.1202,977.0,9352.12,-4.7%,-448.9,TRAILING_STOP,96.09%
LOG,LONG,Bolsa Española (IBEX),2025-01-30 09:00:00,2025-02-21 15:00:00,25.6394,25.9559,365.0,9352.12,1.23%,106.09,TIEMPO_MAX,96.63%
META,LONG,Bolsa Americana (NASDAQ),2025-01-31 15:30:00,2025-02-19 18:30:00,699.9884,703.27,14.286,10000.0,0.47%,46.88,TIEMPO_MAX,97.2300033569336%
DOM,LONG,Bolsa Española (IBEX),2025-02-03 09:00:00,2025-02-13 10:00:00,3.065,3.0901,3083.0,9449.6,0.82%,68.09,TRAILING_STOP,96.24%
IDR,LONG,Bolsa Española (IBEX),2025-02-06 09:00:00,2025-02-28 15:00:00,16.3927,20.7317,1178.0,19306.64,26.47%,5090.99,TIEMPO_MAX,97.61%
TRE,LONG,Bolsa Española (IBEX),2025-02-06 09:00:00,2025-02-18 09:00:00,15.17,15.0066,636.0,9653.32,-1.08%,-113.63,TRAILING_STOP,96.83%
FCC,LONG,Bolsa Española (IBEX),2025-02-06 09:00:00,2025-02-21 14:00:00,9.81,10.4706,984.0,9653.32,6.73%,640.4,TRAILING_STOP,96.73%
SHY,LONG,Renta Fija (Bonds),2025-02-07 09:00:00,2025-02-14 16:00:00,78.2498,78.3739,766.78,60000.0,0.16%,95.14,ROTACION_TESORERIA,SMA200_FILTRO
RIO.L,LONG,Bolsa de Londres (FTSE),2025-02-11 14:00:00,2025-02-25 08:00:00,4921.5,4963.4928,2.0319,10000.0,0.85%,85.33,TRAILING_STOP,94.37000274658203%
BARC.L,LONG,Bolsa de Londres (FTSE),2025-02-11 16:00:00,2025-02-13 08:00:00,306.55,300.1539,32.6211,10000.0,-2.09%,-208.65,TRAILING_STOP,94.55000305175781%
OIL,LONG,Materias Primas,2025-02-12 00:00:00,2025-02-18 21:00:00,73.11,71.83,136.7802,10000.0,-1.75%,-175.08,TIEMPO_MAX,93.9800033569336%
LLOY.L,LONG,Bolsa de Londres (FTSE),2025-02-12 11:00:00,2025-02-17 15:00:00,63.679,62.2791,157.0376,10000.0,-2.2%,-219.84,TRAILING_STOP,94.20999908447266%
ALM,LONG,Bolsa Española (IBEX),2025-02-13 10:00:00,2025-02-24 09:00:00,9.1,9.313,1057.0,9622.85,2.34%,215.59,TRAILING_STOP,94.92%
NVDA,LONG,Bolsa Americana (NASDAQ),2025-02-13 16:30:00,2025-02-21 20:30:00,135.01,134.5611,74.0686,10000.0,-0.33%,-33.25,TRAILING_STOP,97.23999786376953%
ROVI,LONG,Bolsa Española (IBEX),2025-02-17 09:00:00,2025-02-28 10:00:00,53.9914,52.2301,184.0,9907.69,-3.26%,-333.12,TRAILING_STOP,96.92%
CIE,LONG,Bolsa Española (IBEX),2025-02-17 09:00:00,2025-02-28 09:00:00,24.55,23.3961,404.0,9907.69,-4.7%,-475.57,TRAILING_STOP,97.56%
MAP,LONG,Bolsa Española (IBEX),2025-02-20 09:00:00,2025-03-14 15:00:00,2.5605,2.6914,3722.0,9529.83,5.11%,477.66,TIEMPO_MAX,96.04%
ENG,LONG,Bolsa Española (IBEX),2025-02-20 09:00:00,2025-03-06 09:00:00,10.728,10.7863,1777.0,19059.65,0.54%,84.56,TRAILING_STOP,96.24%
COL,LONG,Bolsa Española (IBEX),2025-02-20 09:00:00,2025-02-28 09:00:00,5.189,5.3535,3673.0,19059.65,3.17%,585.23,TRAILING_STOP,96.39%
AAPL,LONG,Bolsa Americana (NASDAQ),2025-02-20 17:30:00,2025-03-05 14:30:00,245.445,234.5062,40.7423,10000.0,-4.46%,-445.67,TRAILING_STOP,97.94999694824219%
AMD,LONG,Bolsa Americana (NASDAQ),2025-02-20 20:30:00,2025-02-24 14:30:00,114.15,108.5945,87.604,10000.0,-4.87%,-486.69,TRAILING_STOP,95.8499984741211%
ETH-USD,LONG,Criptomonedas (ETFs),2025-02-21 01:00:00,2025-02-22 02:00:00,2743.968,2681.9175,3.6444,10000.0,-2.26%,-226.13,TIEMPO_MAX,94.97000122070312%
BTC-USD,LONG,Criptomonedas (ETFs),2025-02-21 02:00:00,2025-02-22 03:00:00,98160.8906,96290.8594,0.1019,10000.0,-1.91%,-190.51,TIEMPO_MAX,93.29000091552734%
NTGY,LONG,Bolsa Española (IBEX),2025-02-24 09:00:00,2025-03-05 13:00:00,23.362,22.264,822.0,19207.43,-4.7%,-921.96,TRAILING_STOP,97.36%
DOM,LONG,Bolsa Española (IBEX),2025-02-24 09:00:00,2025-03-11 15:00:00,2.785,2.7878,3592.0,10003.87,0.1%,-0.13,TRAILING_STOP,96.58%
LLOY.L,LONG,Bolsa de Londres (FTSE),2025-02-26 13:00:00,2025-03-07 15:00:00,70.86,71.5412,141.1233,10000.0,0.96%,96.13,TRAILING_STOP,95.13999938964844%
GRF,LONG,Bolsa Española (IBEX),2025-03-03 09:00:00,2025-03-06 12:00:00,10.6353,10.4975,3518.0,37415.78,-1.3%,-522.09,TRAILING_STOP,97.07%
CIE,LONG,Bolsa Española (IBEX),2025-03-03 09:00:00,2025-03-04 13:00:00,22.45,21.8767,427.0,9578.44,-2.55%,-254.16,TRAILING_STOP,97.12%
SLR,LONG,Bolsa Española (IBEX),2025-03-03 09:00:00,2025-03-04 12:00:00,7.835,7.6876,2653.0,20786.54,-1.88%,-411.91,TRAILING_STOP,96.88%
GOLD,LONG,Materias Primas,2025-03-05 20:00:00,2025-03-11 17:00:00,2931.6001,2923.8,3.4111,10000.0,-0.27%,-26.61,TIEMPO_MAX,95.56999969482422%
MTS,LONG,Bolsa Española (IBEX),2025-03-06 09:00:00,2025-03-10 09:00:00,31.66,30.3818,287.0,9088.89,-4.04%,-376.05,TRAILING_STOP,96.78%
ACS,LONG,Bolsa Española (IBEX),2025-03-06 09:00:00,2025-03-11 15:00:00,55.45,53.0145,341.0,18935.18,-4.39%,-850.62,TRAILING_STOP,96.78%
VIS,LONG,Bolsa Española (IBEX),2025-03-06 09:00:00,2025-03-28 15:00:00,60.4,64.4,150.0,9088.89,6.62%,592.82,TIEMPO_MAX,97.12%
ENC,LONG,Bolsa Española (IBEX),2025-03-06 09:00:00,2025-03-10 09:00:00,3.398,3.2383,2675.0,9088.89,-4.7%,-436.27,TRAILING_STOP,97.02%
PHM,LONG,Bolsa Española (IBEX),2025-03-06 09:00:00,2025-03-10 10:00:00,97.9,93.3187,193.0,18935.18,-4.68%,-905.01,TRAILING_STOP,96.88%
ETH-USD,LONG,Criptomonedas (ETFs),2025-03-06 12:00:00,2025-03-07 13:00:00,2267.3171,2197.2051,4.4105,10000.0,-3.09%,-309.23,TIEMPO_MAX,96.83000183105469%
REP,LONG,Bolsa Española (IBEX),2025-03-06 15:00:00,2025-03-31 12:00:00,10.948,11.1136,3230.0,35359.12,1.51%,499.48,TIEMPO_MAX,93.07%
LDA,LONG,Bolsa Española (IBEX),2025-03-10 09:00:00,2025-04-01 13:00:00,1.186,1.1775,6989.0,8289.28,-0.72%,-67.91,TRAILING_STOP,97.56%
ALM,LONG,Bolsa Española (IBEX),2025-03-10 09:00:00,2025-03-31 12:00:00,9.955,9.8752,833.0,8289.28,-0.8%,-74.7,TRAILING_STOP,95.46%
FCC,LONG,Bolsa Española (IBEX),2025-03-10 09:00:00,2025-04-02 13:00:00,10.3,10.36,805.0,8289.28,0.58%,40.0,TIEMPO_MAX,95.8%
ANE,LONG,Bolsa Española (IBEX),2025-03-10 10:00:00,2025-03-27 09:00:00,16.9649,16.9559,1053.0,17860.77,-0.05%,-27.39,TRAILING_STOP,93.7%
ENC,LONG,Bolsa Española (IBEX),2025-03-13 09:00:00,2025-03-31 09:00:00,3.222,3.1431,2968.0,9564.46,-2.45%,-243.87,TRAILING_STOP,96.53%
TRE,LONG,Bolsa Española (IBEX),2025-03-13 09:00:00,2025-03-28 09:00:00,15.13,16.6509,632.0,9564.46,10.05%,951.88,TRAILING_STOP,96.09%
SHY,LONG,Renta Fija (Bonds),2025-03-14 09:00:00,2025-03-21 16:00:00,78.921,79.0742,760.25,60000.0,0.19%,116.48,ROTACION_TESORERIA,SMA200_FILTRO
DOM,LONG,Bolsa Española (IBEX),2025-03-17 09:00:00,2025-03-31 09:00:00,2.87,2.7878,3507.0,10064.0,-2.87%,-298.48,TRAILING_STOP,96.58%
GOLD,LONG,Materias Primas,2025-03-17 18:00:00,2025-03-21 16:00:00,3007.8,3021.6001,3.3247,10000.0,0.46%,45.88,TIEMPO_MAX,93.68000030517578%
LLOY.L,LONG,Bolsa de Londres (FTSE),2025-03-19 13:00:00,2025-03-31 07:00:00,70.5464,71.3682,141.7507,10000.0,1.16%,116.49,TRAILING_STOP,95.45999908447266%
SHEL.L,LONG,Bolsa de Londres (FTSE),2025-03-19 16:00:00,2025-04-03 07:00:00,2744.0,2731.5544,3.6443,10000.0,-0.45%,-45.36,TRAILING_STOP,94.54000091552734%
BP.L,LONG,Bolsa de Londres (FTSE),2025-03-20 10:00:00,2025-03-31 07:00:00,443.923,432.4561,22.5264,10000.0,-2.58%,-258.31,TRAILING_STOP,96.0199966430664%
AMD,LONG,Bolsa Americana (NASDAQ),2025-03-21 14:30:00,2025-03-26 18:30:00,105.0,108.7257,95.2381,10000.0,3.55%,354.83,TRAILING_STOP,96.0999984741211%
NFLX,LONG,Bolsa Americana (NASDAQ),2025-03-25 19:30:00,2025-03-28 15:30:00,99.776,93.5999,100.2245,10000.0,-6.19%,-619.0,TRAILING_STOP,95.41000366210938%
MTS,LONG,Bolsa Española (IBEX),2025-03-27 09:00:00,2025-03-28 15:00:00,28.2,26.8746,357.0,10061.8,-4.7%,-482.97,TRAILING_STOP,96.48%
NTGY,LONG,Bolsa Española (IBEX),2025-03-27 09:00:00,2025-04-07 09:00:00,23.3072,22.6458,704.0,16408.24,-2.84%,-482.04,TRAILING_STOP,96.44%
ANA,LONG,Bolsa Española (IBEX),2025-03-31 09:00:00,2025-04-04 15:00:00,117.1738,113.8278,141.0,16476.0,-2.86%,-486.96,TRAILING_STOP,96.09%
ROVI,LONG,Bolsa Española (IBEX),2025-03-31 09:00:00,2025-04-04 12:00:00,50.8443,48.4546,176.0,8938.8,-4.7%,-429.06,TRAILING_STOP,96.04%
PHM,LONG,Bolsa Española (IBEX),2025-03-31 09:00:00,2025-04-02 09:00:00,81.45,78.0098,202.0,16476.0,-4.22%,-712.38,TRAILING_STOP,97.66%
IAG,LONG,Bolsa Española (IBEX),2025-03-31 12:00:00,2025-04-01 16:00:00,3.0149,2.8945,12609.0,38015.02,-3.99%,-1555.7,TRAILING_STOP,93.9%
ACX,LONG,Bolsa Española (IBEX),2025-04-03 09:00:00,2025-04-03 17:00:00,10.2155,9.7354,1525.0,15582.61,-4.7%,-747.96,TRAILING_STOP,95.9%
FDR,LONG,Bolsa Española (IBEX),2025-04-03 09:00:00,2025-04-04 09:00:00,20.6099,19.6412,756.0,15582.61,-4.7%,-747.96,TRAILING_STOP,96.29%
GRF,LONG,Bolsa Española (IBEX),2025-04-03 09:00:00,2025-04-04 09:00:00,8.4452,8.085,4243.0,35833.17,-4.26%,-1563.99,TRAILING_STOP,96.97%
DOM,LONG,Bolsa Española (IBEX),2025-04-03 09:00:00,2025-04-04 12:00:00,2.755,2.6255,3447.0,9495.65,-4.7%,-455.79,TRAILING_STOP,97.22%
BKT,LONG,Bolsa Española (IBEX),2025-04-07 09:00:00,2025-04-14 12:00:00,7.9128,9.1225,1607.0,12712.34,15.29%,1930.74,TIEMPO_FIX,96.83%
ACX,LONG,Bolsa Española (IBEX),2025-04-07 09:00:00,2025-04-14 12:00:00,8.2252,9.0034,1546.0,12712.34,9.46%,1190.02,TIEMPO_FIX,97.36%
FCC,LONG,Bolsa Española (IBEX),2025-04-07 09:00:00,2025-04-14 12:00:00,9.46,10.148,889.0,8405.58,7.27%,602.91,TIEMPO_FIX,96.88%
IAG,LONG,Bolsa Española (IBEX),2025-04-07 09:00:00,2025-04-14 12:00:00,2.5094,2.7497,13167.0,33041.28,9.58%,3130.99,TIEMPO_FIX,97.9%
COL,LONG,Bolsa Española (IBEX),2025-04-07 09:00:00,2025-04-14 12:00:00,4.9177,5.1224,1709.0,8405.58,4.16%,341.48,TIEMPO_FIX,97.02%
